Event ID,Block,Extrinsic ID,Time,Type,validator,fraction,slash_era
17581250-1,17581250,-,2023-10-05T03:14,staking (SlashReported),1RJP5i7zuyBLtgGTMCD9oF8zQMTQvfc4zpKNsVxfvTKdHmr,0,1220
17578861-2,17578861,-,2023-10-04T23:14,staking (SlashReported),1RJP5i7zuyBLtgGTMCD9oF8zQMTQvfc4zpKNsVxfvTKdHmr,0,1220
17576477-1,17576477,-,2023-10-04T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17574085-1,17574085,-,2023-10-04T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17571692-1,17571692,-,2023-10-04T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17569295-1,17569295,-,2023-10-04T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17566900-1,17566900,-,2023-10-04T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17564507-2,17564507,-,2023-10-03T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1219
17504530-1,17504530,-,2023-09-29T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17502149-1,17502149,-,2023-09-29T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17499771-1,17499771,-,2023-09-29T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17497379-1,17497379,-,2023-09-29T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17494991-1,17494991,-,2023-09-29T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17492605-2,17492605,-,2023-09-28T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1214
17475829-1,17475829,-,2023-09-27T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17473438-1,17473438,-,2023-09-27T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17471054-1,17471054,-,2023-09-27T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17468666-1,17468666,-,2023-09-27T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17466281-2,17466281,-,2023-09-27T03:14,staking (SlashReported),12x3EG6dvZv9h3sLNaEFd4z2q8259tNgiEU6vismjrEZjbzN,0,1212
17466281-1,17466281,-,2023-09-27T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17463892-4,17463892,-,2023-09-26T23:14,staking (SlashReported),12x3EG6dvZv9h3sLNaEFd4z2q8259tNgiEU6vismjrEZjbzN,0,1212
17463892-2,17463892,-,2023-09-26T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1212
17404073-2,17404073,-,2023-09-22T19:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17404073-1,17404073,-,2023-09-22T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17401695-4,17401695,-,2023-09-22T15:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17401695-3,17401695,-,2023-09-22T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17399327-2,17399327,-,2023-09-22T11:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17399327-1,17399327,-,2023-09-22T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17396948-2,17396948,-,2023-09-22T07:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17396948-1,17396948,-,2023-09-22T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17394574-5,17394574,-,2023-09-22T03:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17394574-4,17394574,-,2023-09-22T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17392200-4,17392200,-,2023-09-21T23:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1207
17392200-2,17392200,-,2023-09-21T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1207
17389832-1,17389832,-,2023-09-21T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17387450-1,17387450,-,2023-09-21T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17385062-1,17385062,-,2023-09-21T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17382674-1,17382674,-,2023-09-21T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17380282-1,17380282,-,2023-09-21T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17377895-2,17377895,-,2023-09-20T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1206
17253205-1,17253205,-,2023-09-12T07:14,staking (SlashReported),16WXKsa3jddMq8MTM671LQjUDYHprnrwEpZHyqCrwBTU3Vzk,0,1197
17250812-2,17250812,-,2023-09-12T03:14,staking (SlashReported),16WXKsa3jddMq8MTM671LQjUDYHprnrwEpZHyqCrwBTU3Vzk,0,1197
17118935-1,17118935,-,2023-09-02T23:14,staking (SlashReported),14DXNLsWfpf1RZ3eZSemHaitFh7WM6ZwswJUVLxqQhRvc2ui,0,1188
19201836-2,19201836,-,2024-01-26T03:14,staking (SlashReported),14rqNrqMwNK9YA1BSqRStNBUqGgwxKdysoL4dNQ8GH8LRcrq,0,1333
19201836-1,19201836,-,2024-01-26T03:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1333
19199471-8,19199471,-,2024-01-25T23:14,staking (SlashReported),16hzCDgyqnm1tskDccVWqxDVXYDLgdrrpC4Guxu3gPgLe5ib,0,1333
19199471-6,19199471,-,2024-01-25T23:14,staking (SlashReported),16VVhErhwncZjgz6Mgx391G8jbHaXspBNLh8Q3V5WK1vWF9J,0,1333
19199471-4,19199471,-,2024-01-25T23:14,staking (SlashReported),14rqNrqMwNK9YA1BSqRStNBUqGgwxKdysoL4dNQ8GH8LRcrq,0,1333
19199471-2,19199471,-,2024-01-25T23:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1333
19197112-1,19197112,-,2024-01-25T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19194733-1,19194733,-,2024-01-25T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19192349-1,19192349,-,2024-01-25T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19189974-1,19189974,-,2024-01-25T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19187597-1,19187597,-,2024-01-25T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19185220-2,19185220,-,2024-01-24T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1332
19182848-1,19182848,-,2024-01-24T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19180472-1,19180472,-,2024-01-24T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19178088-1,19178088,-,2024-01-24T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19175702-1,19175702,-,2024-01-24T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19173325-1,19173325,-,2024-01-24T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19170938-2,19170938,-,2024-01-23T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1331
19168554-1,19168554,-,2024-01-23T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19166171-1,19166171,-,2024-01-23T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19163799-1,19163799,-,2024-01-23T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19161419-1,19161419,-,2024-01-23T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19159037-1,19159037,-,2024-01-23T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19156652-2,19156652,-,2024-01-22T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1330
19154275-1,19154275,-,2024-01-22T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19151895-1,19151895,-,2024-01-22T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19149517-1,19149517,-,2024-01-22T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19147128-1,19147128,-,2024-01-22T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19144748-3,19144748,-,2024-01-22T03:14,staking (SlashReported),15wnPRex2QwgWNCMRVSqgqp2syDn8Gf6LPGGabRhA8zoohpt,0,1329
19144748-1,19144748,-,2024-01-22T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19142367-2,19142367,-,2024-01-21T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1329
19139993-2,19139993,-,2024-01-21T19:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19139993-1,19139993,-,2024-01-21T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19137623-2,19137623,-,2024-01-21T15:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19137623-1,19137623,-,2024-01-21T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19135261-2,19135261,-,2024-01-21T11:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19135261-1,19135261,-,2024-01-21T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19132891-2,19132891,-,2024-01-21T07:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19132891-1,19132891,-,2024-01-21T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19130513-2,19130513,-,2024-01-21T03:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19130513-1,19130513,-,2024-01-21T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19128138-4,19128138,-,2024-01-20T23:14,staking (SlashReported),15rb4HVycC1KLHsdaSdV1x2TJAmUkD7PhubmhL3PnGv7RiGY,0,1328
19128138-2,19128138,-,2024-01-20T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1328
19087628-1,19087628,-,2024-01-18T03:14,staking (SlashReported),1ArdZJtNUrZsfidfn1t69xHaSWwzf6PQNdLEUpcnVmbkZc5,0,1325
19085249-2,19085249,-,2024-01-17T23:14,staking (SlashReported),1ArdZJtNUrZsfidfn1t69xHaSWwzf6PQNdLEUpcnVmbkZc5,0,1325
19061417-1,19061417,-,2024-01-16T07:14,staking (SlashReported),126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh,0,1323
19059041-1,19059041,-,2024-01-16T03:14,staking (SlashReported),126RwaHn4MDekLWfUYfiqcVbiQHapwDSAT9vZZS15HLqfDJh,0,1323
19054283-1,19054283,-,2024-01-15T19:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19049525-1,19049525,-,2024-01-15T11:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19047150-1,19047150,-,2024-01-15T07:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19044776-1,19044776,-,2024-01-15T03:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19042395-2,19042395,-,2024-01-14T23:14,staking (SlashReported),1247Twcyzmb46zNZ68yg3ZBPcsAfKRsxhTa2tkbPBs12gwXt,0,1322
19025715-1,19025715,-,2024-01-13T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19023328-1,19023328,-,2024-01-13T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19020955-1,19020955,-,2024-01-13T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19018576-1,19018576,-,2024-01-13T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19016198-1,19016198,-,2024-01-13T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
19013812-2,19013812,-,2024-01-12T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1320
18944743-1,18944743,-,2024-01-08T03:14,staking (SlashReported),13rZgg46apBJer3VgiSTzawg6fhyawfZPkFPuNYAQ6vuYt7F,0,1315
18942365-2,18942365,-,2024-01-07T23:14,staking (SlashReported),13rZgg46apBJer3VgiSTzawg6fhyawfZPkFPuNYAQ6vuYt7F,0,1315
18925690-1,18925690,-,2024-01-06T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18923314-1,18923314,-,2024-01-06T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18920944-1,18920944,-,2024-01-06T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18918570-1,18918570,-,2024-01-06T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18916194-1,18916194,-,2024-01-06T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18913816-2,18913816,-,2024-01-05T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1313
18832812-18,18832812,-,2023-12-31T07:14,staking (SlashReported),16LT2rsgKqaadjeGwfdhLDM6xEBjRHP1QN1ZeuBjMRnigLwE,0,1307
18832812-16,18832812,-,2023-12-31T07:14,staking (SlashReported),15uQxHKoGbA15XZUEtDXrD7ghh6G1QoCVYekkZKMgEhpeQmA,0,1307
18832812-14,18832812,-,2023-12-31T07:14,staking (SlashReported),15SLZCze9J5Fi2Z6gBtP3mtAgUs7fzo8muWZPeqkiaMXCVz2,0,1307
18832812-12,18832812,-,2023-12-31T07:14,staking (SlashReported),15QAsdJBhMQB7jL9bTVtQPNB5FUJW7igqw8Sq8eqtP51K4hL,0,1307
18832812-10,18832812,-,2023-12-31T07:14,staking (SlashReported),13xUAQ2pNrddNgLyPz6agvSrwnbmUaviXLXNnQxNfk39AyzV,0,1307
18832812-8,18832812,-,2023-12-31T07:14,staking (SlashReported),13twvNBcVq7dHRKuUgWB8MTEvKHNchoTMfShKuPzEB9sNFXN,0,1307
18832812-6,18832812,-,2023-12-31T07:14,staking (SlashReported),13N8fKHJDQpA4tAjW52iCsbPMaJHpw8aXfZMWoyfJWjUcDcP,0,1307
18832812-4,18832812,-,2023-12-31T07:14,staking (SlashReported),12TaRwyKkyiAc2hMGqfYAwNcrWyXBfne7teFbvkiuufNzuwb,0,1307
18832812-2,18832812,-,2023-12-31T07:14,staking (SlashReported),1zijcwLdu95adCJU7yjpHeZfoHZvSq1ANURorAwFH36mnis,0,1307
18820953-1,18820953,-,2023-12-30T11:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1306
18818578-1,18818578,-,2023-12-30T07:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1306
18816201-2,18816201,-,2023-12-30T03:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1306
18811451-1,18811451,-,2023-12-29T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18809085-1,18809085,-,2023-12-29T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18806706-1,18806706,-,2023-12-29T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18804319-1,18804319,-,2023-12-29T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18801935-2,18801935,-,2023-12-29T03:14,staking (SlashReported),15N2nvyikmU96F5wE919Gc6YLAKGtL6NoQ5ixKLeLp4T4LBV,0,1305
18801935-1,18801935,-,2023-12-29T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18799568-4,18799568,-,2023-12-28T23:14,staking (SlashReported),15N2nvyikmU96F5wE919Gc6YLAKGtL6NoQ5ixKLeLp4T4LBV,0,1305
18799568-2,18799568,-,2023-12-28T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1305
18768602-1,18768602,-,2023-12-26T19:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18766218-1,18766218,-,2023-12-26T15:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18763841-1,18763841,-,2023-12-26T11:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18761452-1,18761452,-,2023-12-26T07:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18759069-2,18759069,-,2023-12-26T03:14,staking (SlashReported),14oRE62MB1SWR6h5RTx3GY5HK2oZipi1Gp3zdiLwVYLfEyRZ,0,1302
18756690-2,18756690,-,2023-12-25T23:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1302
18751917-3,18751917,-,2023-12-25T15:14,staking (SlashReported),13xN9Mw1Xif5VTd9RdVEjaYjPsZAZeSKbukuDVHzxAjGjJ1Q,0,1301
18751917-2,18751917,-,2023-12-25T15:14,staking (SlashReported),13Ybj8CPEArUee78DxUAP9yX3ABmFNVQME1ZH4w8HVncHGzc,0,1301
18749539-2,18749539,-,2023-12-25T11:14,staking (SlashReported),13xN9Mw1Xif5VTd9RdVEjaYjPsZAZeSKbukuDVHzxAjGjJ1Q,0,1301
18739991-1,18739991,-,2023-12-24T19:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18737607-1,18737607,-,2023-12-24T15:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18735228-1,18735228,-,2023-12-24T11:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18732847-1,18732847,-,2023-12-24T07:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18730459-1,18730459,-,2023-12-24T03:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18728067-1,18728067,-,2023-12-23T23:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1300
18725691-1,18725691,-,2023-12-23T19:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1299
18723311-2,18723311,-,2023-12-23T15:14,staking (SlashReported),14JUa7g5AVsrLbvcL1cpgNvbd8pctwTaCiV1dBk7nFcZmCqE,0,1299
18711413-3,18711413,-,2023-12-22T19:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1298
18709044-1,18709044,-,2023-12-22T15:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1298
18706684-2,18706684,-,2023-12-22T11:14,staking (SlashReported),14das6GvVjXMFf6PysheHX9ek59fCgH3MhnvQ2aNLD9n8VDV,0,1298
18611173-2,18611173,-,2023-12-15T19:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1291
18611173-1,18611173,-,2023-12-15T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18608791-2,18608791,-,2023-12-15T15:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1291
18608791-1,18608791,-,2023-12-15T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18606417-2,18606417,-,2023-12-15T11:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1291
18606417-1,18606417,-,2023-12-15T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18604032-3,18604032,-,2023-12-15T07:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1291
18604032-1,18604032,-,2023-12-15T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18601651-1,18601651,-,2023-12-15T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18599262-2,18599262,-,2023-12-14T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1291
18553746-2,18553746,-,2023-12-11T19:14,staking (SlashReported),124X3VPduasSodAjS6MPd5nEqM8SUdKN5taMUUPtkWqF1fVf,0,1287
18539374-3,18539374,-,2023-12-10T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18536986-1,18536986,-,2023-12-10T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18534602-1,18534602,-,2023-12-10T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18532211-3,18532211,-,2023-12-10T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18529822-1,18529822,-,2023-12-10T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18527428-2,18527428,-,2023-12-09T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1286
18510660-1,18510660,-,2023-12-08T19:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18508264-1,18508264,-,2023-12-08T15:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18505877-1,18505877,-,2023-12-08T11:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18503488-1,18503488,-,2023-12-08T07:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18501094-1,18501094,-,2023-12-08T03:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18498708-2,18498708,-,2023-12-07T23:14,staking (SlashReported),1pnNeueeo2QTr72PXirhUUjdPniysKYETik5orGeq1BFAoU,0,1284
18491524-2,18491524,-,2023-12-07T11:14,staking (SlashReported),13uvDxdd6LUNp1WWzM3xbch7q1DFfAaqRaQE5bo5QG7RGqt,0,1283
18477149-1,18477149,-,2023-12-06T11:14,staking (SlashReported),12dGS1zjyiUqj7GuxDDwv9i72RMye1mT7tSWNaSx7QVeJ32H,0,1282
18474762-2,18474762,-,2023-12-06T07:14,staking (SlashReported),12dGS1zjyiUqj7GuxDDwv9i72RMye1mT7tSWNaSx7QVeJ32H,0,1282
